Date,adj close,close,high,low,open,volume,range,return,sma_5,sma_10,vol_rel
2000-01-03,2.6591200828552246,9.849401473999023,9.98788070678711,9.736886024475098,9.953261375427246,8797337,0.2509946823120117,,,,
2000-01-04,2.59602952003479,9.615715980529785,9.780160903930664,9.529166221618652,9.728231430053711,8811013,0.2509946823120117,-0.02372585726007148,,,
2000-01-05,2.532939910888672,9.382031440734863,9.555130958557129,9.304136276245117,9.433960914611816,9333517,0.2509946823120117,-0.024302354631531742,,,
2000-01-06,2.532939910888672,9.382031440734863,9.382031440734863,9.382031440734863,9.382031440734863,0,0.0,0.0,,,
2000-01-07,2.6450986862182617,9.797471046447754,9.82343578338623,9.44261646270752,9.451271057128906,9603132,0.38081932067871094,0.04428034678173609,9.605330276489259,,
2000-01-10,2.621732711791992,9.710921287536621,9.884020805358887,9.624370574951172,9.884020805358887,6747710,0.25965023040771484,-0.008833887694162934,9.577634239196778,,
2000-01-11,2.532939910888672,9.382031440734863,9.710921287536621,9.217584609985352,9.693611145019531,15293569,0.49333667755126953,-0.03386803754900869,9.530897331237792,,
2000-01-12,2.5095725059509277,9.295480728149414,9.295480728149414,9.139690399169922,9.278169631958008,12052290,0.1557903289794922,-0.009225156953712954,9.513587188720702,,
2000-01-13,2.4885425567626953,9.217584609985352,9.35606575012207,9.096414566040039,9.347411155700684,11043549,0.25965118408203125,-0.008379998887865003,9.4806978225708,,
2000-01-14,2.553969383239746,9.459925651550293,9.529166221618652,9.191619873046875,9.260860443115234,15745712,0.33754634857177734,0.02629116539949239,9.41318874359131,9.509259510040284,1.6161411130283936
2000-01-17,2.4862070083618164,9.208930015563965,9.624370574951172,9.131034851074219,9.607061386108398,31619384,0.4933357238769531,-0.02653251676932522,9.312790489196777,9.445212364196777,2.629473314384125
2000-01-18,2.3600265979766846,8.741559982299805,9.174309730529785,8.689629554748535,9.174309730529785,20093136,0.48468017578125,-0.05075182811404366,9.184696197509766,9.357796764373779,1.5276234036403566
2000-01-19,2.3600265979766846,8.741559982299805,8.750214576721191,8.542494773864746,8.663664817810059,20666919,0.2077198028564453,0.0,9.073912048339844,9.293749618530274,1.446600706352968
2000-01-20,2.4090964794158936,8.923315048217773,9.070449829101562,8.793490409851074,8.828109741210938,11769910,0.2769594192504883,0.020792063005458106,9.015058135986328,9.247877979278565,0.7611398666893101
2000-01-21,2.3343234062194824,8.646354675292969,9.061795234680176,8.594425201416016,8.98390007019043,18255137,0.46737003326416016,-0.031037834193708203,8.852343940734864,9.132766342163086,1.1179764262889837
2000-01-24,2.3600265979766846,8.741559982299805,8.914660453796387,8.655010223388672,8.741559982299805,9894501,0.25965023040771484,0.011011034196744873,8.758869934082032,9.035830211639404,0.5944995997725394
2000-01-25,2.3600265979766846,8.741559982299805,8.758870124816895,8.603079795837402,8.655010223388672,15844637,0.1557903289794922,0.0,8.758869934082032,8.971783065795899,0.9488648917486238
