Date,adj close,close,high,low,open,volume,range,return,sma_5,sma_10,vol_rel
2000-01-03,4.115111351013184,13.6233491897583,13.757854461669922,13.594527244567871,13.69060230255127,8244257,0.16332721710205078,,,,
2000-01-04,4.0077338218688965,13.267873764038086,13.536882400512695,13.219837188720703,13.45041561126709,8522096,0.3170452117919922,-0.026093100952550796,,,
2000-01-05,3.9177708625793457,12.970044136047363,13.210229873657227,12.912399291992188,13.142976760864258,12159826,0.29783058166503906,-0.022447427017128763,,,
2000-01-06,3.9177708625793457,12.970044136047363,12.970044136047363,12.970044136047363,12.970044136047363,0,0.0,0.0,,,
2000-01-07,3.9671056270599365,13.133370399475098,13.248659133911133,12.998866081237793,13.248659133911133,62261944,0.24979305267333984,0.012592575762622626,13.192936325073243,,
2000-01-10,3.903259515762329,12.922005653381348,13.277482032775879,12.902791023254395,13.277482032775879,58740351,0.3746910095214844,-0.01609371697170725,13.052667617797852,,
2000-01-11,3.8249058723449707,12.662605285644531,12.893183708190918,12.53770923614502,12.873969078063965,6761292,0.35547447204589844,-0.020074311580953186,12.93161392211914,,
2000-01-12,3.8124139308929443,12.51849365234375,12.643390655517578,12.393596649169922,12.643390655517578,8266754,0.24979400634765625,-0.011380883321393531,12.841303825378418,,
2000-01-13,3.7187836170196533,12.211055755615234,12.53770923614502,12.105374336242676,12.48967170715332,9372669,0.43233489990234375,-0.02455869733743532,12.689506149291992,,
2000-01-14,3.791929244995117,12.451242446899414,12.480064392089844,12.230271339416504,12.29752254486084,8538333,0.24979305267333984,0.01966960892580727,12.553080558776855,12.873008441925048,0.4669135834847699
2000-01-17,3.7568211555480957,12.335951805114746,12.53770923614502,12.307129859924316,12.53770923614502,6825078,0.23057937622070312,-0.009259368474780372,12.435869789123535,12.744268703460694,0.37614441042319136
2000-01-18,3.677824020385742,12.076552391052246,12.326345443725586,11.942047119140625,12.307129859924316,9698972,0.38429832458496094,-0.02102792051724356,12.318659210205078,12.625136566162109,0.5310861256243039
2000-01-19,3.671970844268799,12.057336807250977,12.057336807250977,11.817151069641113,11.85558032989502,13027455,0.24018573760986328,-0.0015911481339249134,12.226427841186524,12.533865833282471,0.7099707232185964
2000-01-20,3.66611909866333,12.038122177124023,12.163019180297852,11.922833442687988,12.105374336242676,9459285,0.24018573760986328,-0.0015936048261833147,12.191841125488281,12.440673637390137,0.4902399809179616
2000-01-21,3.5900444984436035,11.788328170776367,12.009300231933594,11.749898910522461,11.942047119140625,6786146,0.2594013214111328,-0.020750246813605044,12.059258270263673,12.306169414520264,0.493622847888693
2000-01-24,3.6076014041900635,11.845973014831543,12.047728538513184,11.817151069641113,12.047728538513184,5863878,0.2305774688720703,0.0048899931542523145,11.961262512207032,12.198566150665282,0.6931309178731285
2000-01-25,3.6865997314453125,12.105374336242676,12.259093284606934,11.79793643951416,11.836365699768066,9429700,0.46115684509277344,0.021897848415352028,11.967026901245116,12.142843055725098,1.0805416447467104
